configuration,step,rv_full,rv_hollow,rho,rms_radius
hollow_rv,260,0.6340306401252747,0.7489719390869141,0.9923825089844421,20.536989212036133
hollow_rv,270,0.6327242255210876,0.7492908239364624,0.9924959337311783,20.74559783935547
hollow_rv,280,0.6314877867698669,0.7495838403701782,0.9926014270944676,20.947954177856445
hollow_rv,290,0.6302874684333801,0.7498542070388794,0.9927013148183284,21.143983840942383
hollow_rv,300,0.6291086673736572,0.7501038908958435,0.9927953583649124,21.33397674560547
hollow_rv,310,0.6279638409614563,0.7503349184989929,0.9928861816505481,21.518075942993164
hollow_rv,320,0.6268562078475952,0.7505490183830261,0.9929700873385912,21.69650650024414
hollow_rv,330,0.6257793307304382,0.7507471442222595,0.9930492222696736,21.86945152282715
hollow_rv,340,0.624739408493042,0.7509313821792603,0.9931256736499658,22.037134170532227
hollow_rv,350,0.6237336993217468,0.7511032819747925,0.9931968175631394,22.19976043701172
hollow_rv,360,0.6227607131004333,0.7512660622596741,0.9932654568289088,22.357450485229492
hollow_rv,370,0.6217770576477051,0.7514176368713379,0.9933316510817359,22.510604858398438
hollow_rv,380,0.6208275556564331,0.7515568137168884,0.9933942076323806,22.659454345703125
hollow_rv,390,0.6199274659156799,0.751688539981842,0.9934525897706848,22.804218292236328
hollow_rv,400,0.6190539598464966,0.751813530921936,0.9935093617785149,22.94485855102539
hollow_rv,410,0.6182013154029846,0.7519305944442749,0.9935613033949225,23.081621170043945
hollow_rv,420,0.6173939108848572,0.7520388960838318,0.993612469763324,23.21462631225586
hollow_rv,430,0.6166282296180725,0.7521389722824097,0.9936604755052392,23.34397315979004
hollow_rv,440,0.6158801317214966,0.7522332668304443,0.9937065133099081,23.46983528137207
hollow_rv,450,0.6151509284973145,0.7523206472396851,0.9937512391564128,23.592397689819336
hollow_rv,460,0.6144368648529053,0.7524061799049377,0.9937934007210514,23.711742401123047
hollow_rv,470,0.6137645840644836,0.7524978518486023,0.9938346081342978,23.827980041503906
hollow_rv,480,0.6131190061569214,0.7525743246078491,0.9938742054170701,23.94102668762207
hollow_rv,490,0.6124723553657532,0.7526437044143677,0.9939094493841159,24.051347732543945
hollow_rv,500,0.6118041276931763,0.7527084946632385,0.9939466612884078,24.158803939819336
regularized_eta1000,0,0.6706081628799438,0.7140463590621948,0.9826020397741595,12.88380241394043
regularized_eta1000,10,0.6670961976051331,0.7208195328712463,0.9846810760230884,13.31134033203125
regularized_eta1000,20,0.6679031252861023,0.7233760952949524,0.9853693769835662,13.761136054992676
regularized_eta1000,30,0.6687249541282654,0.7252323031425476,0.985843828763289,14.185737609863281
regularized_eta1000,40,0.6692712306976318,0.7267207503318787,0.9862346133928169,14.570676803588867
regularized_eta1000,50,0.6696732044219971,0.7277301549911499,0.986533441681931,14.91231632232666
regularized_eta1000,60,0.6699562668800354,0.7284294962882996,0.9867724566056526,15.215910911560059
regularized_eta1000,70,0.6701491475105286,0.7289751172065735,0.986971754977678,15.4858980178833
regularized_eta1000,80,0.6703203320503235,0.729361891746521,0.9871287128816788,15.727212905883789
regularized_eta1000,90,0.6704660654067993,0.7296376824378967,0.9872563902648345,15.945775032043457
regularized_eta1000,100,0.6705873012542725,0.7298357486724854,0.9873642690066041,16.14612579345703
regularized_eta1000,110,0.6706984639167786,0.730013370513916,0.987457298767334,16.331554412841797
regularized_eta1000,120,0.6707874536514282,0.7301257848739624,0.9875379841944287,16.504043579101562
regularized_eta1000,130,0.6708675026893616,0.7302290201187134,0.9876094859143744,16.665096282958984
regularized_eta1000,140,0.670945405960083,0.7302951812744141,0.9876691800108428,16.816680908203125
regularized_eta1000,150,0.6710161566734314,0.7303460240364075,0.9877241033503507,16.960792541503906
regularized_eta1000,160,0.6710837483406067,0.7303807139396667,0.9877720494578038,17.09772300720215
regularized_eta1000,170,0.671142041683197,0.7304076552391052,0.9878163578630745,17.228925704956055
regularized_eta1000,180,0.6711951494216919,0.730427622795105,0.9878567303938529,17.355205535888672
regularized_eta1000,190,0.6712358593940735,0.7304432988166809,0.987895134987385,17.476903915405273
regularized_eta1000,200,0.6712700724601746,0.7304531335830688,0.987931929450443,17.59398078918457
regularized_eta1000,210,0.6713007688522339,0.7304525971412659,0.9879643109633124,17.706748962402344
regularized_eta1000,220,0.6713301539421082,0.7304439544677734,0.9879946052700117,17.81561279296875
regularized_eta1000,230,0.6713577508926392,0.7304344177246094,0.9880222756603826,17.920812606811523
regularized_eta1000,240,0.6713844537734985,0.7304251790046692,0.9880477395756594,18.022565841674805
regularized_eta1000,250,0.6714156270027161,0.7304220795631409,0.9880715337259999,18.120952606201172
regularized_eta1000,260,0.6714505553245544,0.7304295301437378,0.9880933003046323,18.21598243713379
regularized_eta1000,270,0.6714960932731628,0.7304286360740662,0.9881088648992159,18.307846069335938
regularized_eta1000,280,0.6715243458747864,0.7304083704948425,0.9881275304858239,18.399333953857422
regularized_eta1000,290,0.6715431213378906,0.7304030656814575,0.988147269492748,18.489774703979492
regularized_eta1000,300,0.6715642809867859,0.7303671836853027,0.9881643845833439,18.578479766845703
regularized_eta1000,310,0.6715787053108215,0.7303553223609924,0.9881823345564078,18.66520881652832
regularized_eta1000,320,0.671597957611084,0.7303284406661987,0.9881971239029854,18.749582290649414
regularized_eta1000,330,0.6716126203536987,0.7303177118301392,0.9882132848421891,18.83216094970703
regularized_eta1000,340,0.6716300845146179,0.7302943468093872,0.9882274182096846,18.91292953491211
regularized_eta1000,350,0.6716510653495789,0.7302848696708679,0.988240120350092,18.992229461669922
regularized_eta1000,360,0.6716741919517517,0.730274498462677,0.9882525839526514,19.070201873779297
regularized_eta1000,370,0.6716912388801575,0.7302536964416504,0.9882646301139766,19.147123336791992
regularized_eta1000,380,0.6717061400413513,0.7302358746528625,0.9882759606617578,19.22269630432129
regularized_eta1000,390,0.6717228293418884,0.7302225828170776,0.988287171940615,19.29676628112793
regularized_eta1000,400,0.6717415452003479,0.7302117347717285,0.988296355647764,19.36949920654297
regularized_eta1000,410,0.6717537045478821,0.730190634727478,0.9883082825401653,19.440824508666992
regularized_eta1000,420,0.6717652082443237,0.7301740050315857,0.9883179433230104,19.5107479095459
regularized_eta1000,430,0.6717763543128967,0.7301462292671204,0.9883272462990833,19.57979965209961
regularized_eta1000,440,0.6717862486839294,0.7301272749900818,0.9883371456197764,19.648149490356445
regularized_eta1000,450,0.6717950105667114,0.7301010489463806,0.9883460311546154,19.71561050415039
regularized_eta1000,460,0.6718024015426636,0.7300795912742615,0.9883552148617644,19.782255172729492
regularized_eta1000,470,0.6718150973320007,0.7300586104393005,0.9883626691695151,19.847742080688477
regularized_eta1000,480,0.6718514561653137,0.7301265597343445,0.9883759080200806,19.912826538085938
regularized_eta1000,490,0.6718642711639404,0.730096697807312,0.9883839586724514,19.976598739624023
regularized_eta1000,500,0.6718774437904358,0.7300750613212585,0.988389802849728,20.038978576660156
hollow_regularized_eta100000,0,0.6706081628799438,0.7140463590621948,0.9826020397741595,12.88380241394043
hollow_regularized_eta100000,10,0.6118204593658447,0.6735376119613647,0.9858004745094104,13.361854553222656
hollow_regularized_eta100000,20,0.5906661152839661,0.6609378457069397,0.9870619222842316,13.867936134338379
hollow_regularized_eta100000,30,0.5929297804832458,0.670028030872345,0.9878639461637556,14.333393096923828
hollow_regularized_eta100000,40,0.6001695990562439,0.6824907064437866,0.9884234366862996,14.725034713745117
hollow_regularized_eta100000,50,0.6062260866165161,0.6923080682754517,0.9888207214721862,15.041180610656738
hollow_regularized_eta100000,60,0.6110002398490906,0.6996049284934998,0.9891035080910205,15.29256534576416
hollow_regularized_eta100000,70,0.6150078177452087,0.705289363861084,0.9893075175855445,15.49315357208252
hollow_regularized_eta100000,80,0.6184491515159607,0.7098821997642517,0.9894580349676486,15.654204368591309
hollow_regularized_eta100000,90,0.6215856671333313,0.7137312889099121,0.9895694321426766,15.784737586975098
hollow_regularized_eta100000,100,0.6244215369224548,0.7169635891914368,0.9896514891623973,15.893234252929688
hollow_regularized_eta100000,110,0.6269243359565735,0.7196748852729797,0.989713210830574,15.985250473022461
hollow_regularized_eta100000,120,0.6291348338127136,0.7219793796539307,0.9897618725515711,16.06437110900879
hollow_regularized_eta100000,130,0.6311218738555908,0.7239580750465393,0.989798428476781,16.133644104003906
hollow_regularized_eta100000,140,0.632898211479187,0.7256380915641785,0.9898269337496202,16.19556427001953
hollow_regularized_eta100000,150,0.6344950795173645,0.7271126508712769,0.9898503700931887,16.251590728759766
hollow_regularized_eta100000,160,0.6359511017799377,0.728415310382843,0.9898688567764106,16.302898406982422
hollow_regularized_eta100000,170,0.6372154355049133,0.7295051217079163,0.9898843021020702,16.35024642944336
hollow_regularized_eta100000,180,0.6383774280548096,0.7304808497428894,0.9898967060701676,16.394372940063477
hollow_regularized_eta100000,190,0.6394394636154175,0.7313416004180908,0.9899069035631707,16.435739517211914
hollow_regularized_eta100000,200,0.6404011249542236,0.7321183085441589,0.9899162065392437,16.474687576293945
hollow_regularized_eta100000,210,0.6412854194641113,0.7328110933303833,0.9899245553639245,16.511577606201172
hollow_regularized_eta100000,220,0.6420694589614868,0.7334132194519043,0.9899320693061374,16.546539306640625
hollow_regularized_eta100000,230,0.642801821231842,0.7339687347412109,0.989938211655724,16.579795837402344
hollow_regularized_eta100000,240,0.6434765458106995,0.7344717979431152,0.9899438769296146,16.61157989501953
hollow_regularized_eta100000,250,0.6441022157669067,0.7349249720573425,0.9899485880521132,16.641990661621094
hollow_regularized_eta100000,260,0.6446776986122131,0.7353359460830688,0.9899534780779977,16.671178817749023
hollow_regularized_eta100000,270,0.645220935344696,0.7357137799263,0.989957056145718,16.699268341064453
hollow_regularized_eta100000,280,0.6457311511039734,0.7360626459121704,0.9899608131168245,16.726301193237305
hollow_regularized_eta100000,290,0.6462060213088989,0.7363855242729187,0.9899643911845448,16.75235366821289
hollow_regularized_eta100000,300,0.6466510891914368,0.7366820573806763,0.9899674325421072,16.777423858642578
hollow_regularized_eta100000,310,0.6470643877983093,0.7369489669799805,0.9899714280510616,16.801504135131836
hollow_regularized_eta100000,320,0.6474494338035583,0.7371923327445984,0.9899741116018519,16.824647903442383
hollow_regularized_eta100000,330,0.6478056907653809,0.7374120950698853,0.9899772722283382,16.84693717956543
hollow_regularized_eta100000,340,0.648128867149353,0.7376095056533813,0.9899800750480525,16.868486404418945
hollow_regularized_eta100000,350,0.6484400033950806,0.7377912998199463,0.9899821026197607,16.88926887512207
hollow_regularized_eta100000,360,0.6487331986427307,0.737960696220398,0.989984547632703,16.909334182739258
hollow_regularized_eta100000,370,0.6490153074264526,0.7381235361099243,0.9899864559354872,16.92873191833496
hollow_regularized_eta100000,380,0.6492967009544373,0.7383081912994385,0.9899880660659613,16.947473526000977
hollow_regularized_eta100000,390,0.6495554447174072,0.7384582161903381,0.9899906899822897,16.965530395507812
hollow_regularized_eta100000,400,0.6497994065284729,0.7385969161987305,0.9899920615749158,16.98309898376465
hollow_regularized_eta100000,410,0.6500272154808044,0.7387287616729736,0.9899937909743141,16.999975204467773
hollow_regularized_eta100000,420,0.6502462029457092,0.7388550639152527,0.9899956992770982,17.016359329223633
hollow_regularized_eta100000,430,0.6504529714584351,0.738973081111908,0.9899971305041864,17.032136917114258
hollow_regularized_eta100000,440,0.6506475806236267,0.7390819191932678,0.9899985617312745,17.047454833984375
hollow_regularized_eta100000,450,0.6508358120918274,0.7391842007637024,0.9899998736894386,17.062335968017578
hollow_regularized_eta100000,460,0.6510112285614014,0.7392809987068176,0.9900010067442168,17.076847076416016
hollow_regularized_eta100000,470,0.6511799097061157,0.7393721342086792,0.9900019012611468,17.09101676940918
hollow_regularized_eta100000,480,0.6513378620147705,0.7394577264785767,0.9900034517571591,17.104854583740234
hollow_regularized_eta100000,490,0.6514928340911865,0.7395385503768921,0.9900039884673171,17.118362426757812
hollow_regularized_eta100000,500,0.6516479253768921,0.7396151423454285,0.9900047040808612,17.131542205810547
